league,season,team,player,nation,age,born,preferred_foot,pos,cluster,Dominant_Role_in_Cluster
FRA-Ligue 1,2022 - 2023,Auxerre,Han-Noah Massengo,FRA,21,2001,Right,CDM,14,CM
FRA-Ligue 1,2022 - 2023,Auxerre,Lassine Sinayoko,MLI,22,1999,Right,ST,6,RM
FRA-Ligue 1,2022 - 2023,Auxerre,Nuno da Costa,CPV,31,1991,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Auxerre,Rayan Raveloson,MAD,25,1997,Right,CM,4,CB
FRA-Ligue 1,2022 - 2023,Brest,Brendan Chardonnet,FRA,27,1994,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Brest,Franck Honorat,FRA,25,1996,Right,RM,9,CAM
FRA-Ligue 1,2022 - 2023,Brest,Haris Belkebla,ALG,28,1994,Right,CDM,2,CDM
FRA-Ligue 1,2022 - 2023,Brest,Hugo Magnetti,FRA,24,1998,Right,CDM,1,CDM
FRA-Ligue 1,2022 - 2023,Brest,Jean-Kevin Duverne,HAI,25,1997,Right,LB,13,LB
FRA-Ligue 1,2022 - 2023,Brest,Jérémy Le Douaron,FRA,24,1998,Left,ST,17,ST
FRA-Ligue 1,2022 - 2023,Brest,Kenny Lala,MAD,30,1991,Right,RB,14,CM
FRA-Ligue 1,2022 - 2023,Brest,Lilian Brassier,FRA,22,1999,Left,CB,4,CB
FRA-Ligue 1,2022 - 2023,Brest,Mahdi Camara,FRA,24,1998,Right,CM,1,CDM
FRA-Ligue 1,2022 - 2023,Brest,Mathias Pereira Lage,POR,25,1996,Right,LW,12,ST
FRA-Ligue 1,2022 - 2023,Brest,Pierre Lees-Melou,FRA,29,1993,Right,CDM,2,CDM
FRA-Ligue 1,2022 - 2023,Brest,Romain Del Castillo,FRA,26,1996,Left,RW,16,RM
FRA-Ligue 1,2022 - 2023,Brest,Steve Mounié,BEN,27,1994,Right,ST,3,ST
FRA-Ligue 1,2022 - 2023,Clermont Foot,Alidu Seidu,GHA,22,2000,Right,CB,5,CDM
FRA-Ligue 1,2022 - 2023,Clermont Foot,Grejohn Kyei,FRA,26,1995,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Clermont Foot,Jim Allevinah,GAB,27,1995,Right,RM,6,RM
FRA-Ligue 1,2022 - 2023,Clermont Foot,Johan Gastien,FRA,34,1988,Right,CDM,7,CM
FRA-Ligue 1,2022 - 2023,Clermont Foot,Mateusz Wieteska,POL,25,1997,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Clermont Foot,Maximiliano Caufriez,BEL,25,1997,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Clermont Foot,Muhammed Cham,AUT,21,2000,Left,CAM,11,ST
FRA-Ligue 1,2022 - 2023,Clermont Foot,Neto Borges,BRA,25,1996,Left,LB,13,LB
FRA-Ligue 1,2022 - 2023,Clermont Foot,Saîf-Eddine Khaoui,TUN,27,1995,Left,CAM,11,ST
FRA-Ligue 1,2022 - 2023,Lens,Adrien Thomasson,FRA,28,1993,Right,CM,16,RM
FRA-Ligue 1,2022 - 2023,Lens,Deiver Machado,COL,28,1993,Left,LB,19,CM
FRA-Ligue 1,2022 - 2023,Lens,Facundo Medina,ARG,23,1999,Left,CB,15,CB
FRA-Ligue 1,2022 - 2023,Lens,Florian Sotoca,FRA,31,1990,Right,ST,9,CAM
FRA-Ligue 1,2022 - 2023,Lens,Jonathan Gradit,FRA,29,1992,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Lens,Kevin Danso,AUT,23,1998,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Lens,Loïs Openda,BEL,22,2000,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Lens,Przemysław Frankowski,POL,27,1995,Right,RB,13,LB
FRA-Ligue 1,2022 - 2023,Lens,Salis Abdul Samed,GHA,22,2000,Right,CDM,5,CDM
FRA-Ligue 1,2022 - 2023,Lens,Seko Fofana,CIV,27,1995,Right,CM,7,CM
FRA-Ligue 1,2022 - 2023,Lille,André Gomes,POR,29,1993,Right,CDM,5,CDM
FRA-Ligue 1,2022 - 2023,Lille,Angel Gomes,ENG,21,2000,Right,CAM,7,CM
FRA-Ligue 1,2022 - 2023,Lille,Bafodé Diakité,FRA,21,2001,Right,CB,5,CDM
FRA-Ligue 1,2022 - 2023,Lille,Benjamin André,FRA,31,1990,Right,CDM,2,CDM
FRA-Ligue 1,2022 - 2023,Lille,Edon Zhegrova,KVX,23,1999,Left,RM,16,RM
FRA-Ligue 1,2022 - 2023,Lille,Jonathan Bamba,CIV,26,1996,Right,LM,9,CAM
FRA-Ligue 1,2022 - 2023,Lille,Jonathan David,CAN,22,2000,Right,ST,11,ST
FRA-Ligue 1,2022 - 2023,Lille,José Fonte,POR,38,1983,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Lille,Rémy Cabella,FRA,32,1990,Right,LM,9,CAM
FRA-Ligue 1,2022 - 2023,Lille,Tiago Djaló,POR,22,2000,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Lille,Timothy Weah,USA,22,2000,Right,RM,6,RM
FRA-Ligue 1,2022 - 2023,Lorient,Bamo Meïté,CIV,20,2001,Right,CB,10,CB
FRA-Ligue 1,2022 - 2023,Lorient,Dango Ouattara,BFA,20,2002,Left,LM,16,RM
FRA-Ligue 1,2022 - 2023,Lorient,Enzo Le Fée,FRA,22,2000,Right,CM,13,LB
FRA-Ligue 1,2022 - 2023,Lorient,Ibrahima Koné,MLI,23,1999,Left,ST,3,ST
FRA-Ligue 1,2022 - 2023,Lorient,Jean-Victor Makengo,FRA,24,1998,Left,CM,14,CM
FRA-Ligue 1,2022 - 2023,Lorient,Julien Laporte,FRA,28,1993,Right,CB,10,CB
FRA-Ligue 1,2022 - 2023,Lorient,Julien Ponceau,FRA,21,2000,Right,LM,6,RM
FRA-Ligue 1,2022 - 2023,Lorient,Laurent Abergel,FRA,29,1993,Right,CDM,2,CDM
FRA-Ligue 1,2022 - 2023,Lorient,Montassar Talbi,TUN,24,1998,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Lorient,Romain Faivre,FRA,24,1998,Left,RM,16,RM
FRA-Ligue 1,2022 - 2023,Lorient,Stéphane Diarra,FRA,23,1998,Left,RM,12,ST
FRA-Ligue 1,2022 - 2023,Lorient,Terem Moffi,NGA,23,1999,Left,ST,3,ST
FRA-Ligue 1,2022 - 2023,Lorient,Théo Le Bris,FRA,19,2002,Right,LM,8,CB
FRA-Ligue 1,2022 - 2023,Lorient,Yoann Cathline,FRA,20,2002,Right,LW,12,ST
FRA-Ligue 1,2022 - 2023,Lyon,Alexandre Lacazette,FRA,31,1991,Right,ST,11,ST
FRA-Ligue 1,2022 - 2023,Lyon,Bradley Barcola,FRA,19,2002,Right,LW,16,RM
FRA-Ligue 1,2022 - 2023,Lyon,Castello Lukeba,FRA,19,2002,Left,CB,15,CB
FRA-Ligue 1,2022 - 2023,Lyon,Corentin Tolisso,FRA,27,1994,Right,CM,7,CM
FRA-Ligue 1,2022 - 2023,Lyon,Dejan Lovren,CRO,33,1989,Right,CB,10,CB
FRA-Ligue 1,2022 - 2023,Lyon,Johann Lepenant,FRA,19,2002,Right,CM,5,CDM
FRA-Ligue 1,2022 - 2023,Lyon,Malo Gusto,FRA,19,2003,Right,RB,18,LB
FRA-Ligue 1,2022 - 2023,Lyon,Maxence Caqueret,FRA,22,2000,Right,CM,13,LB
FRA-Ligue 1,2022 - 2023,Lyon,Nicolás Tagliafico,ARG,29,1992,Left,LB,13,LB
FRA-Ligue 1,2022 - 2023,Lyon,Rayan Cherki,FRA,18,2003,Left,RW,0,RM
FRA-Ligue 1,2022 - 2023,Lyon,Sael Kumbedi,FRA,17,2005,Right,RB,1,CDM
FRA-Ligue 1,2022 - 2023,Lyon,Sinaly Diomande,CIV,21,2001,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Lyon,Tetê,BRA,22,2000,Left,RM,3,ST
FRA-Ligue 1,2022 - 2023,Marseille,Alexis Sánchez,CHI,33,1988,Right,ST,11,ST
FRA-Ligue 1,2022 - 2023,Marseille,Cengiz Ünder,TUR,25,1997,Left,RW,9,CAM
FRA-Ligue 1,2022 - 2023,Marseille,Issa Kaboré,BFA,21,2001,Right,RB,14,CM
FRA-Ligue 1,2022 - 2023,Marseille,Jonathan Clauss,FRA,29,1992,Right,RB,9,CAM
FRA-Ligue 1,2022 - 2023,Marseille,Mattéo Guendouzi,FRA,23,1999,Right,CDM,7,CM
FRA-Ligue 1,2022 - 2023,Marseille,Nuno Tavares,POR,22,2000,Left,LB,0,RM
FRA-Ligue 1,2022 - 2023,Marseille,Ruslan Malinovskyi,UKR,29,1993,Left,CM,6,RM
FRA-Ligue 1,2022 - 2023,Marseille,Samuel Gigot,FRA,28,1993,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Marseille,Sead Kolašinac,BIH,29,1993,Left,CB,15,CB
FRA-Ligue 1,2022 - 2023,Marseille,Valentin Rongier,FRA,27,1994,Right,CDM,7,CM
FRA-Ligue 1,2022 - 2023,Monaco,Axel Disasi,FRA,24,1998,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Monaco,Breel Embolo,SUI,25,1997,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Monaco,Eliesse Ben Seghir,MAR,17,2005,Right,LM,3,ST
FRA-Ligue 1,2022 - 2023,Monaco,Eliot Matazo,BEL,20,2002,Right,CDM,8,CB
FRA-Ligue 1,2022 - 2023,Monaco,Guillermo Maripán,CHI,28,1994,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Monaco,Ismail Jakobs,SEN,22,1999,Left,LB,12,ST
FRA-Ligue 1,2022 - 2023,Monaco,Krépin Diatta,SEN,23,1999,Right,RM,0,RM
FRA-Ligue 1,2022 - 2023,Monaco,Ruben Aguilar,FRA,29,1993,Right,RB,14,CM
FRA-Ligue 1,2022 - 2023,Monaco,Vanderson,BRA,21,2001,Right,RB,13,LB
FRA-Ligue 1,2022 - 2023,Monaco,Youssouf Fofana,FRA,23,1999,Right,CDM,7,CM
FRA-Ligue 1,2022 - 2023,Montpellier,Arnaud Nordin,FRA,24,1998,Left,RM,11,ST
FRA-Ligue 1,2022 - 2023,Montpellier,Boubakar Kouyaté,MLI,25,1997,Right,CB,10,CB
FRA-Ligue 1,2022 - 2023,Montpellier,Christopher Jullien,FRA,29,1993,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Montpellier,Elye Wahi,FRA,19,2003,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Montpellier,Enzo Tchato,CMR,19,2002,Right,RB,8,CB
FRA-Ligue 1,2022 - 2023,Montpellier,Faitout Maouassa,FRA,24,1998,Left,LB,16,RM
FRA-Ligue 1,2022 - 2023,Montpellier,Jordan Ferri,FRA,30,1992,Right,CDM,7,CM
FRA-Ligue 1,2022 - 2023,Montpellier,Joris Chotard,FRA,20,2001,Right,CDM,2,CDM
FRA-Ligue 1,2022 - 2023,Montpellier,Léo Leroy,FRA,22,2000,Right,CDM,1,CDM
FRA-Ligue 1,2022 - 2023,Montpellier,Nicolas Cozza,FRA,23,1999,Left,LB,8,CB
FRA-Ligue 1,2022 - 2023,Montpellier,Stephy Mavididi,ENG,24,1998,Right,LM,3,ST
FRA-Ligue 1,2022 - 2023,Montpellier,Téji Savanier,FRA,30,1991,Right,CAM,9,CAM
FRA-Ligue 1,2022 - 2023,Nantes,Andrei Girotto,BRA,30,1992,Right,CB,2,CDM
FRA-Ligue 1,2022 - 2023,Nantes,Evann Guessand,CIV,21,2001,Right,RW,12,ST
FRA-Ligue 1,2022 - 2023,Nantes,Ignatius Ganago,CMR,23,1999,Right,ST,3,ST
FRA-Ligue 1,2022 - 2023,Nantes,Ludovic Blas,FRA,24,1997,Left,RM,0,RM
FRA-Ligue 1,2022 - 2023,Nantes,Moses Simon,NGA,27,1995,Right,LM,0,RM
FRA-Ligue 1,2022 - 2023,Nantes,Mostafa Mohamed,EGY,24,1997,Right,ST,3,ST
FRA-Ligue 1,2022 - 2023,Nantes,Moussa Sissoko,FRA,32,1989,Right,CM,8,CB
FRA-Ligue 1,2022 - 2023,Nantes,Nicolas Pallois,FRA,34,1987,Left,CB,4,CB
FRA-Ligue 1,2022 - 2023,Nantes,Pedro Chirivella,ESP,25,1997,Right,CDM,5,CDM
FRA-Ligue 1,2022 - 2023,Nantes,Quentin Merlin,FRA,20,2002,Left,LB,18,LB
FRA-Ligue 1,2022 - 2023,Nice,Aaron Ramsey,WAL,31,1990,Right,LM,5,CDM
FRA-Ligue 1,2022 - 2023,Nice,Dante,BRA,38,1983,Left,CB,15,CB
FRA-Ligue 1,2022 - 2023,Nice,Hicham Boudaoui,ALG,22,1999,Right,CM,2,CDM
FRA-Ligue 1,2022 - 2023,Nice,Jean-Clair Todibo,FRA,22,1999,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Nice,Jordan Lotomba,SUI,23,1998,Right,RB,13,LB
FRA-Ligue 1,2022 - 2023,Nice,Khéphren Thuram,FRA,21,2001,Right,CM,7,CM
FRA-Ligue 1,2022 - 2023,Nice,Melvin Bard,FRA,21,2000,Left,LB,2,CDM
FRA-Ligue 1,2022 - 2023,Nice,Nicolas Pépé,CIV,27,1995,Left,RM,17,ST
FRA-Ligue 1,2022 - 2023,Nice,Pablo Rosario,DOM,25,1997,Right,CDM,1,CDM
FRA-Ligue 1,2022 - 2023,Nice,Ross Barkley,ENG,28,1993,Right,CM,3,ST
FRA-Ligue 1,2022 - 2023,Nice,Sofiane Diop,MAR,22,2000,Right,LW,16,RM
FRA-Ligue 1,2022 - 2023,Nice,Terem Moffi,NGA,23,1999,Left,ST,3,ST
FRA-Ligue 1,2022 - 2023,Paris S-G,Achraf Hakimi,MAR,23,1998,Right,RB,13,LB
FRA-Ligue 1,2022 - 2023,Paris S-G,Carlos Soler,ESP,25,1997,Right,CM,19,CM
FRA-Ligue 1,2022 - 2023,Paris S-G,Danilo Pereira,POR,30,1991,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Paris S-G,Hugo Ekitike,FRA,20,2002,Right,ST,3,ST
FRA-Ligue 1,2022 - 2023,Paris S-G,Kylian Mbappé,FRA,23,1998,Right,ST,11,ST
FRA-Ligue 1,2022 - 2023,Paris S-G,Lionel Messi,ARG,35,1987,Left,RW,9,CAM
FRA-Ligue 1,2022 - 2023,Paris S-G,Marquinhos,BRA,28,1994,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Paris S-G,Nordi Mukiele,FRA,24,1997,Right,RB,14,CM
FRA-Ligue 1,2022 - 2023,Paris S-G,Nuno Mendes,POR,20,2002,Left,LB,16,RM
FRA-Ligue 1,2022 - 2023,Paris S-G,Vitinha,POR,22,2000,Right,CM,7,CM
FRA-Ligue 1,2022 - 2023,Paris S-G,Warren Zaïre-Emery,FRA,16,2006,Right,CM,19,CM
FRA-Ligue 1,2022 - 2023,Reims,Alexis Flips,FRA,22,2000,Right,LM,9,CAM
FRA-Ligue 1,2022 - 2023,Reims,Arber Zeneli,KVX,27,1995,Right,LW,6,RM
FRA-Ligue 1,2022 - 2023,Reims,Azor Matusiwa,NED,24,1998,Right,CDM,5,CDM
FRA-Ligue 1,2022 - 2023,Reims,Dion Lopy,SEN,20,2002,Right,CDM,1,CDM
FRA-Ligue 1,2022 - 2023,Reims,Emmanuel Agbadou,CIV,25,1997,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Reims,Folarin Balogun,USA,21,2001,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Reims,Junya Ito,JPN,29,1993,Right,RM,0,RM
FRA-Ligue 1,2022 - 2023,Reims,Kamory Doumbia,MLI,19,2003,Right,CAM,6,RM
FRA-Ligue 1,2022 - 2023,Reims,Marshall Munetsi,ZIM,26,1996,Right,CM,17,ST
FRA-Ligue 1,2022 - 2023,Reims,Mitchell van Bergen,NED,22,1999,Right,RM,6,RM
FRA-Ligue 1,2022 - 2023,Reims,Thomas Foket,BEL,27,1994,Right,RB,18,LB
FRA-Ligue 1,2022 - 2023,Rennes,Adrien Truffert,FRA,20,2001,Left,LB,13,LB
FRA-Ligue 1,2022 - 2023,Rennes,Amine Gouiri,ALG,22,2000,Right,ST,11,ST
FRA-Ligue 1,2022 - 2023,Rennes,Arnaud Kalimuendo,FRA,20,2002,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Rennes,Arthur Theate,BEL,22,2000,Left,CB,15,CB
FRA-Ligue 1,2022 - 2023,Rennes,Baptiste Santamaria,FRA,27,1995,Right,CDM,5,CDM
FRA-Ligue 1,2022 - 2023,Rennes,Désiré Doué,FRA,17,2005,Right,RW,12,ST
FRA-Ligue 1,2022 - 2023,Rennes,Hamari Traoré,MLI,30,1992,Right,RB,7,CM
FRA-Ligue 1,2022 - 2023,Rennes,Jeremy Doku,BEL,20,2002,Right,LW,0,RM
FRA-Ligue 1,2022 - 2023,Rennes,Joe Rodon,WAL,24,1997,Right,CB,10,CB
FRA-Ligue 1,2022 - 2023,Rennes,Lesley Ugochukwu,FRA,18,2004,Right,CDM,10,CB
FRA-Ligue 1,2022 - 2023,Rennes,Lovro Majer,CRO,24,1998,Left,CM,9,CAM
FRA-Ligue 1,2022 - 2023,Rennes,Martin Terrier,FRA,25,1997,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Rennes,Warmed Omari,COM,22,2000,Right,CB,10,CB
FRA-Ligue 1,2022 - 2023,Strasbourg,Adrien Thomasson,FRA,28,1993,Right,CM,14,CM
FRA-Ligue 1,2022 - 2023,Strasbourg,Habib Diallo,SEN,27,1995,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Strasbourg,Habib Diarra,SEN,18,2004,Right,CM,16,RM
FRA-Ligue 1,2022 - 2023,Strasbourg,Ibrahima Sissoko,MLI,24,1997,Right,CDM,1,CDM
FRA-Ligue 1,2022 - 2023,Strasbourg,Ismaël Doukouré,FRA,19,2003,Right,CB,5,CDM
FRA-Ligue 1,2022 - 2023,Strasbourg,Jean-Ricner Bellegarde,HAI,24,1998,Right,CAM,9,CAM
FRA-Ligue 1,2022 - 2023,Strasbourg,Lucas Perrin,FRA,23,1998,Right,CB,10,CB
FRA-Ligue 1,2022 - 2023,Strasbourg,Morgan Sanson,FRA,27,1994,Right,CM,6,RM
FRA-Ligue 1,2022 - 2023,Strasbourg,Thomas Delaine,FRA,30,1992,Left,LB,14,CM
FRA-Ligue 1,2022 - 2023,Toulouse,Ado Onaiwu,JPN,26,1995,Right,ST,12,ST
FRA-Ligue 1,2022 - 2023,Toulouse,Anthony Rouault,FRA,21,2001,Right,CB,15,CB
FRA-Ligue 1,2022 - 2023,Toulouse,Branco van den Boomen,NED,27,1995,Right,CM,7,CM
FRA-Ligue 1,2022 - 2023,Toulouse,Fares Chaïbi,ALG,19,2002,Right,CAM,9,CAM
FRA-Ligue 1,2022 - 2023,Toulouse,Mikkel Desler,DEN,27,1995,Right,RB,13,LB
FRA-Ligue 1,2022 - 2023,Toulouse,Rasmus Nicolaisen,DEN,25,1997,Left,CB,4,CB
FRA-Ligue 1,2022 - 2023,Toulouse,Stijn Spierings,NED,26,1996,Right,CM,2,CDM
FRA-Ligue 1,2022 - 2023,Toulouse,Thijs Dallinga,NED,21,2000,Right,ST,17,ST
FRA-Ligue 1,2022 - 2023,Toulouse,Zakaria Aboukhlal,MAR,22,2000,Left,CAM,0,RM
FRA-Ligue 1,2022 - 2023,Troyes,Abdu Conté,POR,24,1998,Left,LB,8,CB
FRA-Ligue 1,2022 - 2023,Troyes,Andreas Bruus,DEN,23,1999,Right,RB,14,CM
FRA-Ligue 1,2022 - 2023,Troyes,Erik Palmer-Brown,USA,25,1997,Right,CB,4,CB
FRA-Ligue 1,2022 - 2023,Troyes,Florian Tardieu,FRA,30,1992,Right,CDM,14,CM
FRA-Ligue 1,2022 - 2023,Troyes,Lucien Agoume,FRA,20,2002,Right,CDM,1,CDM
FRA-Ligue 1,2022 - 2023,Troyes,Rominigue Kouamé,MLI,25,1996,Left,CM,5,CDM
FRA-Ligue 1,2022 - 2023,Troyes,Rony Lopes,POR,26,1995,Left,RM,11,ST
FRA-Ligue 1,2022 - 2023,Troyes,Thierno Balde,FRA,20,2002,Right,RB,18,LB
FRA-Ligue 1,2022 - 2023,Troyes,Wilson Odobert,FRA,17,2004,Right,LW,16,RM
FRA-Ligue 1,2022 - 2023,Troyes,Xavier Chavalerin,FRA,31,1991,Left,CM,2,CDM
FRA-Ligue 1,2022 - 2023,Troyes,Yasser Larouci,ALG,21,2001,Left,LB,6,RM
FRA-Ligue 1,2022 - 2023,Troyes,Yoann Salmier,GUF,29,1992,Right,CB,4,CB
GER-Bundesliga,2022 - 2023,Augsburg,Arne Engels,BEL,18,2003,Right,CM,14,CM
GER-Bundesliga,2022 - 2023,Augsburg,Arne Maier,GER,23,1999,Right,CM,12,ST
GER-Bundesliga,2022 - 2023,Augsburg,Dion Drena Beljo,CRO,20,2002,Left,ST,12,ST
GER-Bundesliga,2022 - 2023,Augsburg,Elvis Rexhbeçaj,KVX,24,1997,Left,CM,1,CDM
GER-Bundesliga,2022 - 2023,Augsburg,Ermedin Demirović,BIH,24,1998,Right,ST,17,ST
GER-Bundesliga,2022 - 2023,Augsburg,Florian Niederlechner,GER,31,1990,Right,ST,3,ST
GER-Bundesliga,2022 - 2023,Augsburg,Jeffrey Gouweleeuw,NED,31,1991,Right,CB,4,CB
GER-Bundesliga,2022 - 2023,Augsburg,Mergim Berisha,GER,24,1998,Right,ST,3,ST
GER-Bundesliga,2022 - 2023,Augsburg,Robert Gumny,POL,24,1998,Right,RB,8,CB
GER-Bundesliga,2022 - 2023,Augsburg,Ruben Vargas,SUI,23,1998,Right,LM,12,ST
GER-Bundesliga,2022 - 2023,Bayern Munich,Alphonso Davies,CAN,21,2000,Left,LB,13,LB
GER-Bundesliga,2022 - 2023,Bayern Munich,Benjamin Pavard,FRA,26,1996,Right,CB,15,CB
GER-Bundesliga,2022 - 2023,Bayern Munich,Dayot Upamecano,FRA,23,1998,Right,CB,15,CB
GER-Bundesliga,2022 - 2023,Bayern Munich,Eric Maxim Choupo-Moting,CMR,33,1989,Right,ST,3,ST
GER-Bundesliga,2022 - 2023,Bayern Munich,Jamal Musiala,GER,19,2003,Right,CAM,11,ST
GER-Bundesliga,2022 - 2023,Bayern Munich,Joshua Kimmich,GER,27,1995,Right,CDM,7,CM
GER-Bundesliga,2022 - 2023,Bayern Munich,João Cancelo,POR,28,1994,Right,RB,16,RM
GER-Bundesliga,2022 - 2023,Bayern Munich,Kingsley Coman,FRA,26,1996,Right,LM,11,ST
GER-Bundesliga,2022 - 2023,Bayern Munich,Leon Goretzka,GER,27,1995,Right,CM,2,CDM
GER-Bundesliga,2022 - 2023,Bayern Munich,Leroy Sané,GER,26,1996,Left,RM,11,ST
GER-Bundesliga,2022 - 2023,Bayern Munich,Matthijs de Ligt,NED,22,1999,Right,CB,15,CB
GER-Bundesliga,2022 - 2023,Bayern Munich,Noussair Mazraoui,MAR,24,1997,Right,RB,19,CM
GER-Bundesliga,2022 - 2023,Bayern Munich,Sadio Mané,SEN,30,1992,Right,LM,17,ST
GER-Bundesliga,2022 - 2023,Bayern Munich,Serge Gnabry,GER,27,1995,Right,LM,11,ST
GER-Bundesliga,2022 - 2023,Bayern Munich,Thomas Müller,GER,32,1989,Right,CAM,17,ST
GER-Bundesliga,2022 - 2023,Bochum,Christopher Antwi-Adjei,GHA,28,1994,Right,LM,16,RM
GER-Bundesliga,2022 - 2023,Bochum,Erhan Mašović,SRB,23,1998,Right,CB,8,CB
GER-Bundesliga,2022 - 2023,Bochum,Gerrit Holtmann,PHI,27,1995,Left,LM,12,ST
GER-Bundesliga,2022 - 2023,Bochum,Kevin Stöger,AUT,28,1993,Left,CAM,13,LB
GER-Bundesliga,2022 - 2023,Bochum,Philipp Hofmann,GER,29,1993,Left,ST,17,ST
GER-Bundesliga,2022 - 2023,Bochum,Takuma Asano,JPN,27,1994,Right,RM,3,ST
GER-Bundesliga,2022 - 2023,Dortmund,Donyell Malen,NED,23,1999,Right,RM,11,ST
GER-Bundesliga,2022 - 2023,Dortmund,Emre Can,GER,28,1994,Right,CB,5,CDM
GER-Bundesliga,2022 - 2023,Dortmund,Jude Bellingham,ENG,19,2003,Right,CAM,7,CM
GER-Bundesliga,2022 - 2023,Dortmund,Julian Brandt,GER,26,1996,Right,CAM,9,CAM
GER-Bundesliga,2022 - 2023,Dortmund,Julian Ryerson,NOR,24,1997,Right,RB,14,CM
GER-Bundesliga,2022 - 2023,Dortmund,Karim Adeyemi,GER,20,2002,Left,RM,16,RM
GER-Bundesliga,2022 - 2023,Dortmund,Marco Reus,GER,33,1989,Right,CAM,3,ST
GER-Bundesliga,2022 - 2023,Dortmund,Marius Wolf,GER,27,1995,Right,RB,18,LB
GER-Bundesliga,2022 - 2023,Dortmund,Nico Schlotterbeck,GER,22,1999,Left,CB,15,CB
GER-Bundesliga,2022 - 2023,Dortmund,Niklas Süle,GER,26,1995,Right,CB,15,CB
GER-Bundesliga,2022 - 2023,Dortmund,Raphaël Guerreiro,POR,28,1993,Left,LB,9,CAM
GER-Bundesliga,2022 - 2023,Dortmund,Salih Özcan,TUR,24,1998,Right,CDM,1,CDM
GER-Bundesliga,2022 - 2023,Dortmund,Sébastien Haller,CIV,28,1994,Right,ST,3,ST
GER-Bundesliga,2022 - 2023,Dortmund,Youssoufa Moukoko,GER,17,2004,Left,ST,3,ST
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Ansgar Knauff,GER,20,2002,Right,RM,6,RM
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Aurélio Buta,POR,25,1997,Right,RB,19,CM
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Christopher Lenz,GER,27,1994,Left,LB,14,CM
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Daichi Kamada,JPN,25,1996,Right,CM,9,CAM
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Djibril Sow,SUI,25,1997,Right,CM,5,CDM
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Jesper Lindstrøm,DEN,22,2000,Right,RM,17,ST
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Junior Dina Ebimbe,CMR,21,2000,Right,RM,3,ST
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Kristijan Jakić,CRO,25,1997,Right,CDM,8,CB
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Mario Götze,GER,30,1992,Right,CM,13,LB
GER-Bundesliga,2022 - 2023,Eint Frankfurt,Randal Kolo Muani,FRA,23,1998,Right,ST,11,ST
GER-Bundesliga,2022 - 2023,Freiburg,Christian Günter,GER,29,1993,Left,LB,18,LB
GER-Bundesliga,2022 - 2023,Freiburg,Lucas Höler,GER,28,1994,Right,ST,3,ST
GER-Bundesliga,2022 - 2023,Freiburg,Lukas Kübler,GER,29,1992,Right,RB,8,CB
GER-Bundesliga,2022 - 2023,Freiburg,Matthias Ginter,GER,28,1994,Right,CB,15,CB
GER-Bundesliga,2022 - 2023,Freiburg,Maximilian Eggestein,GER,25,1996,Right,CDM,1,CDM
GER-Bundesliga,2022 - 2023,Freiburg,Michael Gregoritsch,AUT,28,1994,Left,ST,17,ST
GER-Bundesliga,2022 - 2023,Freiburg,Nicolas Höfler,GER,32,1990,Right,CDM,2,CDM
GER-Bundesliga,2022 - 2023,Freiburg,Philipp Lienhart,AUT,26,1996,Right,CB,15,CB
GER-Bundesliga,2022 - 2023,Freiburg,Ritsu Doan,JPN,24,1998,Left,RM,0,RM
GER-Bundesliga,2022 - 2023,Freiburg,Roland Sallai,HUN,25,1997,Right,RM,12,ST
